gramos
6,43
6,83
3,24
9,17
9,89
8,32
5,62
6,82
9,47
5,78
3,14
9,96
4,41
3,52
1,19
4,67
8,55
7,13
2,22
3,02
1,77
9,99
7,78
2,73
3,43
1,21
9,24
5,34
2,89
3,15
9,87
3,37
4,97
8,40
3,55
5,86
6,42
8,22
7,86
6,94
5,77
7,53
8,85
4,11
3,06
8,68
8,84
4,11
5,47
5,00
8,29
8,76
7,06
7,10
5,87
5,93
7,53
4,10
1,70
9,24
1,85
2,41
6,15
5,59
1,52
2,40
9,91
6,80
8,19
6,74
8,41
1,83
5,30
1,79
9,55
5,94
8,82
5,28
4,25
8,79
9,09
5,99
4,42
1,99
2,62
8,73
1,70
7,16
6,24
5,44
4,71
6,71
1,96
6,75
2,06
7,12
1,34
2,34
6,73
5,69
3,36
5,66
1,29
7,37
3,63
4,50
6,94
2,76
1,10
7,90
4,52
6,52
4,32
4,18
7,43
7,96
8,07
2,80
6,77
3,67
5,88
2,54
6,24
6,03
1,94
3,09
6,22
8,33
1,02
2,34
6,99
1,06
9,92
2,97
9,22
3,04
6,32
3,49
1,42
4,08
1,74
5,83
6,31
5,83
4,92
9,57
3,82
2,05
7,67
9,73
2,66
9,54
8,98
1,76
8,11
4,55
6,41
6,84
4,48
3,57
4,77
1,89
3,97
4,75
6,86
8,25
1,79
4,93
9,88
3,81
1,16
6,45
5,98
4,86
1,69
6,99
9,65
9,75
1,87
8,23
9,74
1,42
6,81
5,37
3,00
9,80
1,36
8,23
1,24
3,70
4,85
5,73
9,38
5,25
1,41
8,29
3,35
5,50
6,93
2,16
7,60
6,05
8,62
7,18
7,42
8,72
4,26
6,28
3,82
9,68
4,60
5,35
2,14
6,00
3,23
3,43
4,16
9,02
5,19
8,68
2,16
7,69
5,42
7,03
1,30
4,65
4,11
9,79
4,06
7,70
8,79
8,39
7,69
6,14
2,86
7,21
3,21
5,47
7,92
7,19
9,33
9,40
1,60
1,13
2,40
1,08
5,95
5,24
3,80
5,76
3,36
7,82
3,33
6,58
5,81
4,14
4,86
6,95
7,81
9,96
5,30
9,89
1,41
7,54
6,46
7,37
6,42
9,94
6,62
9,83
8,93
4,03
3,43
3,14
1,67
7,28
1,86
9,13
4,55
4,57
8,61
5,38
1,83
8,12
7,21
1,16
5,60
9,41
7,01
7,29
9,49
2,02
3,64
3,05
8,96
4,65
1,17
9,37
9,19
4,30
4,89
8,75
7,26
3,29
2,00
5,95
5,94
6,93
6,11
9,01
6,40
2,43
6,18
5,94
1,24
8,88
8,44
1,83
3,98
2,49
9,32
7,39
4,84
5,21
2,45
9,42
5,75
9,59
6,28
7,08
5,21
4,36
4,39
6,84
2,91
4,77
9,20
2,93
8,35
8,52
8,74
3,56
5,32
2,12
7,15
2,81
8,82
7,58
9,58
7,21
8,58
1,10
4,63
4,46
7,53
9,61
1,85
5,60
3,39
3,33
8,76
8,46
5,77
8,13
5,48
7,16
4,56
6,44
1,49
3,00
3,22
4,81
1,74
7,31
7,23
5,82
1,44
1,08
6,09
7,40
5,03
4,38
5,01
3,69
6,89
7,76
6,64
9,69
2,03
5,78
4,74
5,41
1,61
2,65
7,95
3,82
9,89
2,60
3,51
6,52
8,60
4,92
4,48
3,53
7,42
5,68
9,63
2,81
3,32
9,68
1,65
8,76
7,53
9,04
3,70
6,62
8,25
3,42
2,66
2,56
2,97
1,15
5,17
5,73
5,72
4,64
6,67
3,08
7,83
1,63
6,20
8,31
9,28
4,18
3,36
3,59
4,65
7,46
2,58
5,38
1,07
7,08
1,57
2,07
6,78
2,32
2,11
4,70
5,38
6,61
3,56
8,28
6,43
4,63
8,49
5,24
3,17
3,16
4,30
6,70
1,32
1,11
5,77
2,60
8,74
6,83
8,95
2,52
5,50
1,19
1,51
7,95
3,55
2,16
3,89
6,72
4,48
7,63
6,87
8,99
6,87
7,34
9,71
3,97
7,31
5,24
5,07
8,71
7,22
8,09
5,64
6,16
3,41
2,85
2,53
7,02
